noun	verb	case	frequency
sister	escort	concrete	2
sister	fight	concrete	2
sister	scratch	concrete	2
sister	stab	concrete	2
sister	talk	concrete	2
sister	seize	concrete	2
sister	touch	concrete	2
sister	shine	concrete	2
sister	break	concrete	2
sister	tire	concrete	1
sister	smoke	concrete	1
sister	nail	concrete	1
sister	slap	concrete	1
sister	whip	concrete	1
sister	lock	concrete	1
sister	sail	concrete	1
sister	stick	concrete	1
sister	handle	concrete	1
sister	step	concrete	1
sister	ditch	concrete	1
sister	bite	concrete	1
sister	curl	concrete	1
sister	clench	concrete	1
sister	texting	concrete	1
sister	laugh	concrete	1
sister	sniff	concrete	1
sister	clap	concrete	1
sister	roll	concrete	1
sister	caress	concrete	1
sister	pour	concrete	1
sister	check	concrete	1
sister	climb	concrete	1
sister	wrap	concrete	1
sister	repaint	concrete	1
sister	switch	concrete	1
sister	fall	concrete	1
sister	shove	concrete	1
sister	dive	concrete	1
sister	slam	concrete	1
sister	grind	concrete	1
sister	melt	concrete	1
sister	cast	concrete	1
sister	spin	concrete	1
sister	lift	concrete	1
sister	bend	concrete	1
sister	console	concrete	1
sister	swap	concrete	1
sister	cuddle	concrete	1
sister	hunt	concrete	1
sister	erase	concrete	1
sister	thump	concrete	1
sister	drench	concrete	1
sister	blow	concrete	1
sister	hang	concrete	1
southeast	affect	abstract	2
southeast	situate	abstract	2
southeast	become	abstract	1
southeast	need	abstract	1
southeast	occur	abstract	1
southeast	confuse	abstract	1
southeast	would	abstract	0
southeast	idealize	abstract	0
southeast	zing	abstract	0
southeast	hope	abstract	0
southeast	avail	abstract	0
southeast	could	abstract	0
southeast	moralize	abstract	0
southeast	suppose	abstract	0
southeast	deserved	abstract	0
southeast	trusting	abstract	0
southeast	belong	abstract	0
southeast	ought	abstract	0
southeast	prevail	abstract	0
southeast	distrust	abstract	0
southeast	justify	abstract	0
southeast	accustom	abstract	0
southeast	were	abstract	0
southeast	assuming	abstract	0
southeast	meant	abstract	0
southeast	redefine	abstract	0
southeast	acquaint	abstract	0
southeast	imposing	abstract	0
southeast	aspire	abstract	0
southeast	imagine	abstract	0
southeast	should	abstract	0
southeast	await	abstract	0
southeast	believe	abstract	0
southeast	causing	abstract	0
southeast	inspired	abstract	0
southeast	behoove	abstract	0
southeast	disown	abstract	0
southeast	valued	abstract	0
southeast	differ	abstract	0
southeast	estrange	abstract	0
southeast	fooling	abstract	0
southeast	instill	abstract	0
southeast	knowing	abstract	0
southeast	outdo	abstract	0
southeast	smitten	abstract	0
southeast	limiting	abstract	0
southeast	accrue	abstract	0
southeast	becomes	abstract	0
southeast	deduce	abstract	0
southeast	forsaken	abstract	0
southeast	implore	abstract	0
southeast	assuring	abstract	0
southeast	embitter	abstract	0
southeast	pertain	abstract	0
southeast	prefer	abstract	0
southeast	renounce	abstract	0
southeast	knew	abstract	0
southeast	degrade	abstract	0
southeast	deign	abstract	0
southeast	deprave	abstract	0
southeast	freeing	abstract	0
southeast	invoke	abstract	0
southeast	oppress	abstract	0
southeast	oversell	abstract	0
southeast	preclude	abstract	0
southeast	reasoned	abstract	0
southeast	outthink	abstract	0
southeast	becoming	abstract	0
southeast	behold	abstract	0
southeast	coping	abstract	0
southeast	humanize	abstract	0
southeast	abide	abstract	0
southeast	blamed	abstract	0
southeast	consider	abstract	0
southeast	deceive	abstract	0
southeast	ensure	abstract	0
southeast	exploit	abstract	0
southeast	feeling	abstract	0
southeast	forgo	abstract	0
southeast	know	abstract	0
southeast	offend	abstract	0
southeast	reassert	abstract	0
southeast	sanctify	abstract	0
southeast	deserve	abstract	0
southeast	endear	abstract	0
southeast	envy	abstract	0
southeast	hoped	abstract	0
southeast	revel	abstract	0
southeast	astonish	abstract	0
southeast	dislike	abstract	0
southeast	legalize	abstract	0
southeast	revalue	abstract	0
southeast	theorize	abstract	0
southeast	worsen	abstract	0
southeast	dignify	abstract	0
southeast	fancied	abstract	0
southeast	informed	abstract	0
southeast	intend	abstract	0
southeast	befall	abstract	0
southeast	convey	abstract	0
southeast	lead	concrete	6
southeast	cover	concrete	5
southeast	walk	concrete	5
southeast	drive	concrete	5
southeast	sail	concrete	4
southeast	rake	concrete	1
southeast	drop	concrete	1
southeast	fight	concrete	1
southeast	climb	concrete	1
southeast	talk	concrete	1
southeast	fall	concrete	1
southeast	rise	concrete	1
southeast	launch	concrete	1
southeast	comb	concrete	0
southeast	tire	concrete	0
southeast	smoke	concrete	0
southeast	nail	concrete	0
southeast	scissor	concrete	0
southeast	blinking	concrete	0
southeast	screw	concrete	0
southeast	firebomb	concrete	0
southeast	handcuff	concrete	0
southeast	paint	concrete	0
southeast	leaves	concrete	0
southeast	skating	concrete	0
southeast	vomit	concrete	0
southeast	piss	concrete	0
southeast	slap	concrete	0
southeast	buckle	concrete	0
southeast	spit	concrete	0
southeast	caulk	concrete	0
southeast	sandbag	concrete	0
southeast	whip	concrete	0
southeast	eave	concrete	0
southeast	smack	concrete	0
southeast	snowshoe	concrete	0
southeast	spout	concrete	0
southeast	barge	concrete	0
southeast	legging	concrete	0
southeast	crochet	concrete	0
southeast	lock	concrete	0
southeast	sprout	concrete	0
southeast	chisel	concrete	0
southeast	meth	concrete	0
southeast	seal	concrete	0
southeast	stoop	concrete	0
southeast	sign	concrete	0
southeast	drool	concrete	0
southeast	peel	concrete	0
southeast	watch	concrete	0
southeast	drawing	concrete	0
southeast	puke	concrete	0
southeast	stick	concrete	0
southeast	handle	concrete	0
southeast	skate	concrete	0
southeast	tear	concrete	0
southeast	shed	concrete	0
southeast	brush	concrete	0
southeast	step	concrete	0
southeast	swing	concrete	0
southeast	weep	concrete	0
southeast	clamp	concrete	0
southeast	dial	concrete	0
southeast	dunk	concrete	0
southeast	honk	concrete	0
southeast	jump	concrete	0
southeast	kissing	concrete	0
southeast	lick	concrete	0
southeast	spike	concrete	0
southeast	bodysurf	concrete	0
southeast	crank	concrete	0
southeast	ditch	concrete	0
southeast	painted	concrete	0
southeast	rivet	concrete	0
southeast	crying	concrete	0
southeast	kiss	concrete	0
southeast	salute	concrete	0
southeast	slide	concrete	0
southeast	crawling	concrete	0
southeast	urinate	concrete	0
southeast	yawn	concrete	0
southeast	bite	concrete	0
southeast	cross	concrete	0
southeast	punching	concrete	0
southeast	sleep	concrete	0
southeast	washing	concrete	0
southeast	locked	concrete	0
southeast	swim	concrete	0
southeast	goggle	concrete	0
southeast	dropkick	concrete	0
southeast	floss	concrete	0
southeast	knit	concrete	0
southeast	shelve	concrete	0
southeast	stomp	concrete	0
southeast	bleed	concrete	0
southeast	chime	concrete	0
southeast	tapping	concrete	0
southeast	blink	concrete	0
southeast	boiling	concrete	0
southeast	carjack	concrete	0
southwest	situate	abstract	5
southwest	prevail	abstract	2
southwest	affect	abstract	1
southwest	remain	abstract	1
southwest	depict	abstract	1
southwest	would	abstract	0
southwest	idealize	abstract	0
southwest	zing	abstract	0
southwest	hope	abstract	0
southwest	avail	abstract	0
southwest	could	abstract	0
southwest	moralize	abstract	0
southwest	suppose	abstract	0
southwest	deserved	abstract	0
southwest	trusting	abstract	0
southwest	belong	abstract	0
southwest	ought	abstract	0
southwest	distrust	abstract	0
southwest	justify	abstract	0
southwest	accustom	abstract	0
southwest	were	abstract	0
southwest	assuming	abstract	0
southwest	meant	abstract	0
southwest	redefine	abstract	0
southwest	acquaint	abstract	0
southwest	imposing	abstract	0
southwest	aspire	abstract	0
southwest	imagine	abstract	0
southwest	should	abstract	0
southwest	await	abstract	0
southwest	become	abstract	0
southwest	believe	abstract	0
southwest	causing	abstract	0
southwest	inspired	abstract	0
southwest	behoove	abstract	0
southwest	disown	abstract	0
southwest	valued	abstract	0
southwest	differ	abstract	0
southwest	estrange	abstract	0
southwest	fooling	abstract	0
southwest	instill	abstract	0
southwest	knowing	abstract	0
southwest	outdo	abstract	0
southwest	smitten	abstract	0
southwest	limiting	abstract	0
southwest	accrue	abstract	0
southwest	becomes	abstract	0
southwest	deduce	abstract	0
southwest	forsaken	abstract	0
southwest	implore	abstract	0
southwest	assuring	abstract	0
southwest	embitter	abstract	0
southwest	pertain	abstract	0
southwest	prefer	abstract	0
southwest	renounce	abstract	0
southwest	knew	abstract	0
southwest	degrade	abstract	0
southwest	deign	abstract	0
southwest	deprave	abstract	0
southwest	freeing	abstract	0
southwest	invoke	abstract	0
southwest	oppress	abstract	0
southwest	oversell	abstract	0
southwest	preclude	abstract	0
southwest	reasoned	abstract	0
southwest	outthink	abstract	0
southwest	becoming	abstract	0
southwest	behold	abstract	0
southwest	coping	abstract	0
southwest	humanize	abstract	0
southwest	abide	abstract	0
southwest	blamed	abstract	0
southwest	consider	abstract	0
southwest	deceive	abstract	0
southwest	ensure	abstract	0
southwest	exploit	abstract	0
southwest	feeling	abstract	0
southwest	forgo	abstract	0
southwest	know	abstract	0
southwest	offend	abstract	0
southwest	reassert	abstract	0
southwest	sanctify	abstract	0
southwest	deserve	abstract	0
southwest	endear	abstract	0
southwest	envy	abstract	0
southwest	hoped	abstract	0
southwest	need	abstract	0
southwest	revel	abstract	0
southwest	astonish	abstract	0
southwest	dislike	abstract	0
southwest	legalize	abstract	0
southwest	revalue	abstract	0
southwest	theorize	abstract	0
southwest	worsen	abstract	0
southwest	dignify	abstract	0
southwest	fancied	abstract	0
southwest	informed	abstract	0
southwest	intend	abstract	0
southwest	befall	abstract	0
southwest	convey	abstract	0
southwest	cover	concrete	12
southwest	serve	concrete	3
southwest	draw	concrete	2
southwest	walk	concrete	1
southwest	comb	concrete	0
southwest	tire	concrete	0
southwest	smoke	concrete	0
southwest	nail	concrete	0
southwest	scissor	concrete	0
southwest	blinking	concrete	0
southwest	rake	concrete	0
southwest	screw	concrete	0
southwest	firebomb	concrete	0
southwest	handcuff	concrete	0
southwest	paint	concrete	0
southwest	leaves	concrete	0
southwest	skating	concrete	0
southwest	vomit	concrete	0
southwest	piss	concrete	0
southwest	slap	concrete	0
southwest	buckle	concrete	0
southwest	spit	concrete	0
southwest	caulk	concrete	0
southwest	sandbag	concrete	0
southwest	whip	concrete	0
southwest	eave	concrete	0
southwest	smack	concrete	0
southwest	snowshoe	concrete	0
southwest	spout	concrete	0
southwest	barge	concrete	0
southwest	legging	concrete	0
southwest	crochet	concrete	0
southwest	lock	concrete	0
southwest	sprout	concrete	0
southwest	chisel	concrete	0
southwest	meth	concrete	0
southwest	seal	concrete	0
southwest	stoop	concrete	0
southwest	sign	concrete	0
southwest	drool	concrete	0
southwest	peel	concrete	0
southwest	watch	concrete	0
southwest	drawing	concrete	0
southwest	puke	concrete	0
southwest	sail	concrete	0
southwest	stick	concrete	0
southwest	handle	concrete	0
southwest	skate	concrete	0
southwest	tear	concrete	0
southwest	shed	concrete	0
southwest	brush	concrete	0
southwest	step	concrete	0
southwest	swing	concrete	0
southwest	weep	concrete	0
southwest	clamp	concrete	0
southwest	dial	concrete	0
southwest	dunk	concrete	0
southwest	honk	concrete	0
southwest	jump	concrete	0
southwest	kissing	concrete	0
southwest	lick	concrete	0
southwest	spike	concrete	0
southwest	bodysurf	concrete	0
southwest	crank	concrete	0
southwest	ditch	concrete	0
southwest	painted	concrete	0
southwest	rivet	concrete	0
southwest	crying	concrete	0
southwest	kiss	concrete	0
southwest	salute	concrete	0
southwest	slide	concrete	0
southwest	crawling	concrete	0
southwest	urinate	concrete	0
southwest	yawn	concrete	0
southwest	bite	concrete	0
southwest	cross	concrete	0
southwest	punching	concrete	0
southwest	sleep	concrete	0
southwest	washing	concrete	0
southwest	locked	concrete	0
southwest	swim	concrete	0
southwest	goggle	concrete	0
southwest	dropkick	concrete	0
southwest	floss	concrete	0
southwest	knit	concrete	0
southwest	shelve	concrete	0
southwest	stomp	concrete	0
southwest	bleed	concrete	0
southwest	chime	concrete	0
southwest	tapping	concrete	0
southwest	blink	concrete	0
southwest	boiling	concrete	0
southwest	carjack	concrete	0
southwest	snore	concrete	0
southwest	curl	concrete	0
southwest	flooding	concrete	0
southwest	kneeling	concrete	0
southwest	usher	concrete	0
southwest	lodging	concrete	0
southwest	stall	concrete	0
speech	develop	abstract	189
speech	conclude	abstract	127
speech	affect	abstract	112
speech	improve	abstract	103
speech	welcome	abstract	96
speech	hate	abstract	91
speech	need	abstract	73
speech	relate	abstract	58
speech	know	abstract	40
speech	consider	abstract	37
speech	require	abstract	35
speech	become	abstract	31
speech	believe	abstract	29
speech	ensure	abstract	29
speech	want	abstract	29
speech	perceive	abstract	27
speech	suggest	abstract	19
speech	enable	abstract	19
speech	expect	abstract	18
speech	render	abstract	18
speech	inspire	abstract	16
speech	occur	abstract	16
speech	comprise	abstract	16
speech	degrade	abstract	14
speech	rely	abstract	13
speech	motivate	abstract	13
speech	recall	abstract	13
speech	impair	abstract	12
speech	reduce	abstract	12
speech	forbid	abstract	11
speech	explain	abstract	11
speech	manage	abstract	11
speech	define	abstract	11
speech	await	abstract	10
speech	vary	abstract	10
speech	derive	abstract	10
speech	confuse	abstract	10
speech	denote	abstract	10
speech	love	abstract	10
speech	flatter	abstract	10
speech	differ	abstract	9
speech	regain	abstract	9
speech	decide	abstract	9
speech	prohibit	abstract	9
speech	regulate	abstract	9
speech	evaluate	abstract	8
speech	forget	abstract	8
speech	consist	abstract	8
speech	educate	abstract	8
speech	imagine	abstract	7
speech	intend	abstract	7
speech	diagnose	abstract	7
speech	qualify	abstract	7
speech	inhibit	abstract	7
speech	solve	abstract	7
speech	elicit	abstract	6
speech	compel	abstract	6
speech	approve	abstract	6
speech	infringe	abstract	6
speech	predict	abstract	6
speech	hope	abstract	5
speech	assume	abstract	5
speech	imply	abstract	5
speech	devote	abstract	5
speech	engage	abstract	5
speech	concur	abstract	5
speech	conduct	abstract	5
speech	dominate	abstract	5
speech	regret	abstract	4
speech	simplify	abstract	4
speech	retell	abstract	4
speech	admire	abstract	4
speech	deem	abstract	4
speech	prefer	abstract	3
speech	renounce	abstract	3
speech	convey	abstract	3
speech	happen	abstract	3
speech	denounce	abstract	3
speech	condemn	abstract	3
speech	endure	abstract	3
speech	advise	abstract	3
speech	stylize	abstract	3
speech	rectify	abstract	3
speech	moralize	abstract	2
speech	pertain	abstract	2
speech	worsen	abstract	2
speech	perplex	abstract	2
speech	seem	abstract	2
speech	quantify	abstract	2
speech	tolerate	abstract	2
speech	doubt	abstract	2
speech	misjudge	abstract	2
speech	convince	abstract	2
speech	construe	abstract	2
speech	violate	abstract	2
speech	depend	abstract	2
speech	annoy	abstract	2
speech	affirm	abstract	2
speech	endanger	abstract	2
speech	declare	abstract	2
speech	write	concrete	370
speech	stir	concrete	58
speech	speak	concrete	42
speech	call	concrete	40
speech	watch	concrete	38
speech	cover	concrete	36
speech	build	concrete	34
speech	swallow	concrete	27
speech	show	concrete	26
speech	carry	concrete	25
speech	sound	concrete	22
speech	lead	concrete	21
speech	whisper	concrete	20
speech	treat	concrete	19
speech	pick	concrete	17
speech	pour	concrete	13
speech	resume	concrete	13
speech	recite	concrete	12
speech	break	concrete	11
speech	handle	concrete	10
speech	fall	concrete	10
speech	draw	concrete	10
speech	drive	concrete	10
speech	talk	concrete	9
speech	applaud	concrete	9
speech	serve	concrete	9
speech	check	concrete	8
speech	stutter	concrete	8
speech	sign	concrete	6
speech	sing	concrete	6
speech	visit	concrete	6
speech	drop	concrete	5
speech	raise	concrete	5
speech	mumble	concrete	5
speech	clap	concrete	4
speech	stand	concrete	4
speech	throw	concrete	4
speech	tackle	concrete	3
speech	fight	concrete	3
speech	catch	concrete	3
speech	breathe	concrete	3
speech	switch	concrete	3
speech	walk	concrete	3
speech	rise	concrete	3
speech	bloom	concrete	3
speech	snatch	concrete	3
speech	sprinkle	concrete	3
speech	launch	concrete	3
speech	feed	concrete	2
speech	shout	concrete	2
speech	roll	concrete	2
speech	scribble	concrete	2
speech	slip	concrete	2
speech	choke	concrete	2
speech	touch	concrete	2
speech	steal	concrete	2
speech	pack	concrete	2
speech	reuse	concrete	2
speech	skim	concrete	2
speech	tire	concrete	1
speech	whip	concrete	1
speech	chisel	concrete	1
speech	bite	concrete	1
speech	sleep	concrete	1
speech	knit	concrete	1
speech	chime	concrete	1
speech	crawl	concrete	1
speech	laugh	concrete	1
speech	push	concrete	1
speech	drag	concrete	1
speech	convict	concrete	1
speech	unlock	concrete	1
speech	wrap	concrete	1
speech	skip	concrete	1
speech	click	concrete	1
speech	sever	concrete	1
speech	vibrate	concrete	1
speech	grind	concrete	1
speech	pull	concrete	1
speech	freeze	concrete	1
speech	split	concrete	1
speech	breaking	concrete	1
speech	chew	concrete	1
speech	drown	concrete	1
speech	glide	concrete	1
speech	kill	concrete	1
speech	spin	concrete	1
speech	bend	concrete	1
speech	flatten	concrete	1
speech	yell	concrete	1
speech	vote	concrete	1
speech	bury	concrete	1
speech	splatter	concrete	1
speech	excavate	concrete	1
speech	lash	concrete	1
speech	smash	concrete	1
speech	twitch	concrete	1
speech	bang	concrete	1
speech	furnish	concrete	1
speech	stumble	concrete	1
statement	require	abstract	277
statement	welcome	abstract	276
statement	consider	abstract	245
statement	develop	abstract	193
statement	believe	abstract	142
statement	qualify	abstract	142
statement	conclude	abstract	138
statement	confirm	abstract	118
statement	need	abstract	103
statement	ensure	abstract	102
statement	approve	abstract	92
statement	clarify	abstract	77
statement	prove	abstract	75
statement	expect	abstract	61
statement	know	abstract	60
statement	justify	abstract	59
statement	verify	abstract	59
statement	define	abstract	59
statement	explain	abstract	46
statement	evaluate	abstract	43
statement	want	abstract	41
statement	suggest	abstract	37
statement	doubt	abstract	32
statement	recall	abstract	32
statement	comprise	abstract	31
statement	become	abstract	27
statement	declare	abstract	25
statement	commend	abstract	25
statement	relate	abstract	24
statement	condemn	abstract	23
statement	decide	abstract	21
statement	enable	abstract	21
statement	simplify	abstract	20
statement	quantify	abstract	19
statement	affirm	abstract	19
statement	assert	abstract	15
statement	consist	abstract	15
statement	omit	abstract	15
statement	hope	abstract	13
statement	intend	abstract	12
statement	astound	abstract	12
statement	rely	abstract	12
statement	suppose	abstract	11
statement	offend	abstract	11
statement	imply	abstract	11
statement	negate	abstract	11
statement	await	abstract	10
statement	embody	abstract	10
statement	derive	abstract	10
statement	love	abstract	10
statement	assume	abstract	9
statement	vary	abstract	9
statement	devote	abstract	9
statement	denote	abstract	9
statement	satisfy	abstract	9
statement	promise	abstract	9
statement	seem	abstract	8
statement	affect	abstract	8
statement	remain	abstract	8
statement	forget	abstract	8
statement	elicit	abstract	7
statement	equate	abstract	7
statement	devise	abstract	7
statement	wish	abstract	6
statement	regret	abstract	6
statement	denounce	abstract	6
statement	impose	abstract	6
statement	confuse	abstract	6
statement	trust	abstract	6
statement	occur	abstract	5
statement	deplore	abstract	5
statement	reduce	abstract	5
statement	advise	abstract	5
statement	realize	abstract	5
statement	insist	abstract	5
statement	render	abstract	5
statement	reissue	abstract	5
statement	commit	abstract	5
statement	differ	abstract	4
statement	prefer	abstract	4
statement	renounce	abstract	4
statement	invoke	abstract	4
statement	condone	abstract	4
statement	annoy	abstract	4
statement	manage	abstract	4
statement	predict	abstract	4
statement	deem	abstract	4
statement	educate	abstract	4
statement	imagine	abstract	3
statement	exploit	abstract	3
statement	forgo	abstract	3
statement	legalize	abstract	3
statement	perceive	abstract	3
statement	perplex	abstract	3
statement	happen	abstract	3
statement	improve	abstract	3
statement	conform	abstract	3
statement	entail	abstract	3
statement	construe	abstract	3
statement	forbid	abstract	3
statement	write	concrete	965
statement	sign	concrete	925
statement	check	concrete	203
statement	serve	concrete	103
statement	carry	concrete	76
statement	call	concrete	71
statement	cover	concrete	47
statement	show	concrete	34
statement	furnish	concrete	23
statement	treat	concrete	19
statement	lead	concrete	18
statement	throw	concrete	18
statement	build	concrete	18
statement	draw	concrete	17
statement	speak	concrete	16
statement	launch	concrete	15
statement	sound	concrete	14
statement	stand	concrete	12
statement	reach	concrete	12
statement	resume	concrete	11
statement	applaud	concrete	10
statement	switch	concrete	9
statement	talk	concrete	9
statement	strike	concrete	8
statement	watch	concrete	7
statement	slip	concrete	7
statement	break	concrete	7
statement	handle	concrete	6
statement	split	concrete	6
statement	lift	concrete	6
statement	pick	concrete	6
statement	raise	concrete	6
statement	drop	concrete	5
statement	sweep	concrete	5
statement	catch	concrete	4
statement	forge	concrete	4
statement	notarize	concrete	4
statement	unpack	concrete	4
statement	step	concrete	3
statement	inject	concrete	3
statement	feed	concrete	3
statement	walk	concrete	3
statement	weigh	concrete	3
statement	blow	concrete	3
statement	bite	concrete	2
statement	scream	concrete	2
statement	tackle	concrete	2
statement	trot	concrete	2
statement	shatter	concrete	2
statement	recite	concrete	2
statement	cast	concrete	2
statement	laminate	concrete	2
statement	swallow	concrete	2
statement	drive	concrete	2
statement	pack	concrete	2
statement	cobble	concrete	2
statement	stir	concrete	2
statement	stick	concrete	1
statement	swing	concrete	1
statement	crank	concrete	1
statement	slide	concrete	1
statement	bleed	concrete	1
statement	hail	concrete	1
statement	buttress	concrete	1
statement	push	concrete	1
statement	fight	concrete	1
statement	shout	concrete	1
statement	scratch	concrete	1
statement	burn	concrete	1
statement	wrap	concrete	1
statement	float	concrete	1
statement	skip	concrete	1
statement	shove	concrete	1
statement	click	concrete	1
statement	slam	concrete	1
statement	beat	concrete	1
statement	choke	concrete	1
statement	seize	concrete	1
statement	visit	concrete	1
statement	kill	concrete	1
statement	console	concrete	1
statement	shine	concrete	1
statement	vote	concrete	1
statement	steal	concrete	1
statement	howl	concrete	1
statement	subtract	concrete	1
statement	erase	concrete	1
statement	skim	concrete	1
statement	squeeze	concrete	1
statement	stumble	concrete	1
statement	hang	concrete	1
statement	comb	concrete	0
statement	tire	concrete	0
statement	smoke	concrete	0
statement	nail	concrete	0
statement	scissor	concrete	0
statement	blinking	concrete	0
statement	rake	concrete	0
statement	screw	concrete	0
statement	firebomb	concrete	0
storage	require	abstract	227
storage	reduce	abstract	194
storage	need	abstract	160
storage	manage	abstract	135
storage	improve	abstract	101
storage	enable	abstract	87
storage	ensure	abstract	80
storage	develop	abstract	64
storage	regulate	abstract	55
storage	consider	abstract	48
storage	remain	abstract	38
storage	define	abstract	32
storage	relate	abstract	28
storage	occur	abstract	22
storage	simplify	abstract	22
storage	affect	abstract	22
storage	solve	abstract	21
storage	exceed	abstract	19
storage	know	abstract	18
storage	want	abstract	18
storage	become	abstract	17
storage	incur	abstract	17
storage	intend	abstract	14
storage	maximize	abstract	12
storage	depend	abstract	11
storage	reclaim	abstract	10
storage	approve	abstract	10
storage	suggest	abstract	9
storage	comprise	abstract	9
storage	impose	abstract	9
storage	conserve	abstract	9
storage	prohibit	abstract	8
storage	utilize	abstract	8
storage	prolong	abstract	8
storage	consist	abstract	8
storage	assume	abstract	6
storage	afford	abstract	6
storage	explain	abstract	6
storage	quantify	abstract	5
storage	expect	abstract	5
storage	devise	abstract	5
storage	inhibit	abstract	5
storage	believe	abstract	4
storage	devote	abstract	4
storage	forget	abstract	4
storage	exploit	abstract	3
storage	imply	abstract	3
storage	decide	abstract	3
storage	vary	abstract	3
storage	evolve	abstract	3
storage	derive	abstract	3
storage	advise	abstract	3
storage	satisfy	abstract	3
storage	trust	abstract	3
storage	stay	abstract	3
storage	suppose	abstract	2
storage	prove	abstract	2
storage	evaluate	abstract	2
storage	resolve	abstract	2
storage	consign	abstract	2
storage	declare	abstract	2
storage	predict	abstract	2
storage	inherit	abstract	2
storage	verify	abstract	2
storage	dominate	abstract	2
storage	omit	abstract	2
storage	recall	abstract	2
storage	excel	abstract	2
storage	await	abstract	1
storage	prefer	abstract	1
storage	preclude	abstract	1
storage	worsen	abstract	1
storage	convey	abstract	1
storage	impair	abstract	1
storage	oblige	abstract	1
storage	cope	abstract	1
storage	fulfill	abstract	1
storage	happen	abstract	1
storage	regret	abstract	1
storage	entail	abstract	1
storage	qualify	abstract	1
storage	forbid	abstract	1
storage	beware	abstract	1
storage	confuse	abstract	1
storage	denote	abstract	1
storage	clarify	abstract	1
storage	impress	abstract	1
storage	languish	abstract	1
storage	love	abstract	1
storage	renew	abstract	1
storage	welcome	abstract	1
storage	promise	abstract	1
storage	confirm	abstract	1
storage	commit	abstract	1
storage	would	abstract	0
storage	idealize	abstract	0
storage	zing	abstract	0
storage	hope	abstract	0
storage	avail	abstract	0
storage	could	abstract	0
storage	build	concrete	268
storage	cover	concrete	169
storage	handle	concrete	61
storage	lock	concrete	42
storage	shed	concrete	38
storage	fold	concrete	34
storage	tackle	concrete	33
storage	pack	concrete	33
storage	hang	concrete	28
storage	serve	concrete	24
storage	carry	concrete	20
storage	roll	concrete	19
storage	raise	concrete	17
storage	lead	concrete	16
storage	show	concrete	16
storage	check	concrete	13
storage	reach	concrete	12
storage	slide	concrete	11
storage	write	concrete	11
storage	walk	concrete	10
storage	freeze	concrete	10
storage	shelve	concrete	9
storage	wrap	concrete	9
storage	call	concrete	9
storage	push	concrete	8
storage	reuse	concrete	8
storage	stick	concrete	7
storage	rise	concrete	7
storage	pick	concrete	7
storage	treat	concrete	7
storage	break	concrete	7
storage	stand	concrete	6
storage	drive	concrete	6
storage	unpack	concrete	6
storage	launch	concrete	6
storage	draw	concrete	5
storage	console	concrete	5
storage	steal	concrete	5
storage	seal	concrete	4
storage	beat	concrete	4
storage	dump	concrete	4
storage	float	concrete	3
storage	skip	concrete	3
storage	talk	concrete	3
storage	corrode	concrete	3
storage	visit	concrete	3
storage	weigh	concrete	3
storage	sign	concrete	2
storage	wash	concrete	2
storage	crawl	concrete	2
storage	feed	concrete	2
storage	pour	concrete	2
storage	rinse	concrete	2
storage	switch	concrete	2
storage	fall	concrete	2
storage	pave	concrete	2
storage	split	concrete	2
storage	kill	concrete	2
storage	swap	concrete	2
storage	bury	concrete	2
storage	furnish	concrete	2
storage	speak	concrete	2
storage	smoke	concrete	1
storage	scissor	concrete	1
storage	paint	concrete	1
storage	eave	concrete	1
storage	spout	concrete	1
storage	sail	concrete	1
storage	brush	concrete	1
storage	clamp	concrete	1
storage	curl	concrete	1
storage	scream	concrete	1
storage	inject	concrete	1
storage	drag	concrete	1
storage	scratch	concrete	1
storage	burn	concrete	1
storage	unlock	concrete	1
storage	spill	concrete	1
storage	hoist	concrete	1
storage	resume	concrete	1
storage	slam	concrete	1
storage	grind	concrete	1
storage	pull	concrete	1
storage	seize	concrete	1
storage	smelt	concrete	1
storage	trim	concrete	1
storage	cast	concrete	1
storage	defrost	concrete	1
storage	spin	concrete	1
storage	laminate	concrete	1
storage	flex	concrete	1
storage	touch	concrete	1
storage	subtract	concrete	1
storage	thaw	concrete	1
storage	excavate	concrete	1
storage	skim	concrete	1
storage	blow	concrete	1
storage	straddle	concrete	1
storage	blend	concrete	1
storage	comb	concrete	0
student	enable	abstract	10601
student	develop	abstract	3619
student	ensure	abstract	3123
student	require	abstract	3057
student	improve	abstract	1727
student	expect	abstract	1448
student	welcome	abstract	1376
student	advise	abstract	1158
student	engage	abstract	1145
student	impair	abstract	1027
student	affect	abstract	965
student	motivate	abstract	931
student	know	abstract	804
student	become	abstract	730
student	want	abstract	637
student	qualify	abstract	619
student	intend	abstract	579
student	educate	abstract	567
student	relate	abstract	536
student	suggest	abstract	512
student	consider	abstract	459
student	need	abstract	453
student	inspire	abstract	373
student	manage	abstract	342
student	empower	abstract	322
student	evaluate	abstract	318
student	believe	abstract	312
student	assume	abstract	257
student	confirm	abstract	251
student	hope	abstract	246
student	comprise	abstract	192
student	explain	abstract	166
student	enrich	abstract	151
student	acquaint	abstract	138
student	reduce	abstract	138
student	wish	abstract	124
student	afford	abstract	122
student	stay	abstract	106
student	persuade	abstract	103
student	depend	abstract	101
student	conduct	abstract	101
student	remain	abstract	98
student	consist	abstract	96
student	decide	abstract	88
student	convince	abstract	85
student	perceive	abstract	81
student	happen	abstract	81
student	occur	abstract	80
student	satisfy	abstract	80
student	vary	abstract	79
student	prefer	abstract	74
